"Name","ID","Runtime","Sweep","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"cifar10_vs_cifar10_test_conquisition","veg6ik4u","23438","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_svhn_test_annuities","ton55vj6","23654","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_dephosphorization","cg6s0oec","23086","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_cifar10_test_preresembled","wx9vw0ey","23297","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_svhn_test_bertie","djl49qc0","22916","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_bullidae","psfht3bx","23030","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_cifar10_test_retie","gw6tod4z","22758","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_svhn_test_bicolored","3kq6k1jg","22568","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_hemitropism","y3ix5j8o","22206","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_cifar10_test_calotypist","kyaxraw7","22415","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_svhn_test_crestfallenness","877yboi4","22142","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_perulate","y46m4tni","21949","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_cifar10_test_supervenience","c4ale3as","22132","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_svhn_test_isocyanogen","3g6igkso","22014","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_gleemaiden","abwwi80c","226","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_cifar10_test_streakers","rzns0odk","415","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_svhn_test_munda","xvefujij","421","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_pauperisation","fyq7onky","215","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_cifar10_test_stramineous","k5pi8utj","424","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_svhn_test_fistwise","wvimno1f","412","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_celeba-small_test_deyship","txsw2d02","221","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_cifar10_test_biplace","dompg2wa","413","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"svhn_vs_svhn_test_craaling","ljty5vhp","416","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_svhn_hittitics_znujejsh_final/run_config.json","svhn","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_celeba-small_test_burnishers","oeprfoyi","213","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","celeba-small","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_cifar10_test_tereticaudate","rprxsm85","417","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","cifar10","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
"cifar10_vs_svhn_test_replevining","dlydvowl","403","f66q27jt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/checkpoints/de_nf_best_valid.pt","checkpoints-zei1ialy/PiecewiseRationalQuadraticCouplingTransform_cifar10_heteronomous_owjcfa1x_final/run_config.json","cifar10","","","","","false","8","8","8","train","svhn","","","","","false","8","8","8","test","true","","ood.baselines.CompelxityBased","","","","ensemble","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","128","","100"
